File summary (Tue Aug 14 20:59:59 2018)
---------------------------------------

Filename	Class	TestId (can be used as param to AllTests)	Number of Tests	Number of Suites	Number of manual Suites	Parent Class	has JUnit-BEGIN
../src/test/edu/internet2/middleware/grouper/hooks/GroupTypeTupleHooksTest.java	GroupTypeTupleHooksTest	hooks.GroupTypeTupleHooksTest	6	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/hooks/LifecycleHooksTest.java	LifecycleHooksTest	hooks.LifecycleHooksTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/hooks/MemberHooksTest.java	MemberHooksTest	hooks.MemberHooksTest	12	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/hooks/MembershipHooksTest.java	MembershipHooksTest	hooks.MembershipHooksTest	14	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/hooks/StemHooksTest.java	StemHooksTest	hooks.StemHooksTest	9	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/hooks/examples/AllHooksExamplesTests.java	AllHooksExamplesTests	hooks.examples.AllHooksExamplesTests	0	8	0	?	1
../src/test/edu/internet2/middleware/grouper/hooks/examples/AttributeSecurityFromTypeHookTest.java	AttributeSecurityFromTypeHookTest	hooks.examples.AttributeSecurityFromTypeHookTest	2	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/hooks/examples/GroupAttributeNameValidationHookTest.java	GroupAttributeNameValidationHookTest	hooks.examples.GroupAttributeNameValidationHookTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/hooks/examples/GroupUniqueExtensionHookTest.java	GroupUniqueExtensionHookTest	hooks.examples.GroupUniqueExtensionHookTest	3	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/hooks/examples/GroupUniqueNameCaseInsensitiveHookTest.java	GroupUniqueNameCaseInsensitiveHookTest	hooks.examples.GroupUniqueNameCaseInsensitiveHookTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/hooks/examples/LDAPProvisioningHookTest.java	LDAPProvisioningHookTest	hooks.examples.LDAPProvisioningHookTest	3	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/hooks/examples/MembershipOneInFolderMaxHookTest.java	MembershipOneInFolderMaxHookTest	hooks.examples.MembershipOneInFolderMaxHookTest	3	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/hooks/examples/StemUniqueNameCaseInsensitiveHookTest.java	StemUniqueNameCaseInsensitiveHookTest	hooks.examples.StemUniqueNameCaseInsensitiveHookTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/hooks/examples/UniqueObjectHookTest.java	UniqueObjectHookTest	hooks.examples.UniqueObjectHookTest	5	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/internal/dao/AllInternalDaoTests.java	AllInternalDaoTests	internal.dao.AllInternalDaoTests	0	3	1	?	1
../src/test/edu/internet2/middleware/grouper/internal/dao/QueryPagingTest.java	QueryPagingTest	internal.dao.QueryPagingTest	2	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/internal/dao/QuerySortTest.java	QuerySortTest	internal.dao.QuerySortTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/internal/dao/TestGrouperDAOFactory.java	TestGrouperDAOFactory	internal.dao.TestGrouperDAOFactory	3	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/internal/dao/hib3/AllDaoHib3Tests.java	AllDaoHib3Tests	internal.dao.hib3.AllDaoHib3Tests	0	1	0	?	1
../src/test/edu/internet2/middleware/grouper/internal/dao/hib3/Hib3MembershipDAOTest.java	Hib3MembershipDAOTest	internal.dao.hib3.Hib3MembershipDAOTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/member/AllMemberTests.java	AllMemberTests	member.AllMemberTests	0	7	0	?	1
../src/test/edu/internet2/middleware/grouper/member/TestAddMember.java	TestAddMember	member.TestAddMember	5	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/member/TestMember.java	TestMember	member.TestMember	56	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/member/TestMember1.java	TestMember1	member.TestMember1	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/member/TestMemberAttributes.java	TestMemberAttributes	member.TestMemberAttributes	21	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/member/TestMemberChangeSubject.java	TestMemberChangeSubject	member.TestMemberChangeSubject	4	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/member/TestMemberFinder.java	TestMemberFinder	member.TestMemberFinder	5	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/member/TestMemberToGroup.java	TestMemberToGroup	member.TestMemberToGroup	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/AddMissingGroupSetsTest.java	AddMissingGroupSetsTest	membership.AddMissingGroupSetsTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/AllMembershipTests.java	AllMembershipTests	membership.AllMembershipTests	0	30	0	?	1
../src/test/edu/internet2/middleware/grouper/membership/MembershipPathGroupTest.java	MembershipPathGroupTest	membership.MembershipPathGroupTest	2	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestDisabledMembership.java	TestDisabledMembership	membership.TestDisabledMembership	24	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestFindBadMemberships.java	TestFindBadMemberships	membership.TestFindBadMemberships	23	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestInvalidGrouperAllMemberships.java	TestInvalidGrouperAllMemberships	membership.TestInvalidGrouperAllMemberships	6	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMemberChangeInMembership.java	TestMemberChangeInMembership	membership.TestMemberChangeInMembership	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMemberOf.java	TestMemberOf	membership.TestMemberOf	11	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMemberOf0.java	TestMemberOf0	membership.TestMemberOf0	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMemberOf1.java	TestMemberOf1	membership.TestMemberOf1	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembership.java	TestMembership	membership.TestMembership	9	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembership0.java	TestMembership0	membership.TestMembership0	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembership1.java	TestMembership1	membership.TestMembership1	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembership10.java	TestMembership10	membership.TestMembership10	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembership11.java	TestMembership11	membership.TestMembership11	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembership12.java	TestMembership12	membership.TestMembership12	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembership2.java	TestMembership2	membership.TestMembership2	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembership3.java	TestMembership3	membership.TestMembership3	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembership4.java	TestMembership4	membership.TestMembership4	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembership5.java	TestMembership5	membership.TestMembership5	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembership6.java	TestMembership6	membership.TestMembership6	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembership7.java	TestMembership7	membership.TestMembership7	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembership8.java	TestMembership8	membership.TestMembership8	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembership9.java	TestMembership9	membership.TestMembership9	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembershipDeletes0.java	TestMembershipDeletes0	membership.TestMembershipDeletes0	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembershipDeletes1.java	TestMembershipDeletes1	membership.TestMembershipDeletes1	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembershipDeletes2.java	TestMembershipDeletes2	membership.TestMembershipDeletes2	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembershipDeletes3.java	TestMembershipDeletes3	membership.TestMembershipDeletes3	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembershipDeletes4.java	TestMembershipDeletes4	membership.TestMembershipDeletes4	9	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembershipDeletes5.java	TestMembershipDeletes5	membership.TestMembershipDeletes5	6	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/TestMembershipFinder.java	TestMembershipFinder	membership.TestMembershipFinder	9	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/membership/Test_Unit_API_ImmediateMembershipValidator_validate.java	Test_Unit_API_ImmediateMembershipValidator_validate	membership.Test_Unit_API_ImmediateMembershipValidator_validate	4	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/messaging/AllMessagingTests.java	AllMessagingTests	messaging.AllMessagingTests	0	2	0	?	1
../src/test/edu/internet2/middleware/grouper/messaging/GrouperBuiltinMessagingSystemTest.java	GrouperBuiltinMessagingSystemTest	messaging.GrouperBuiltinMessagingSystemTest	4	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/messaging/GrouperMessageHibernateTest.java	GrouperMessageHibernateTest	messaging.GrouperMessageHibernateTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/misc/AllMiscTests.java	AllMiscTests	misc.AllMiscTests	0	3	0	?	1
../src/test/edu/internet2/middleware/grouper/misc/GrouperObjectFinderTest.java	GrouperObjectFinderTest	misc.GrouperObjectFinderTest	2	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/misc/GrouperReportTest.java	GrouperReportTest	misc.GrouperReportTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/misc/GrouperSessionTest.java	GrouperSessionTest	misc.GrouperSessionTest	7	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/permissions/AllPermissionsTests.java	AllPermissionsTests	permissions.AllPermissionsTests	0	4	1	?	1
../src/test/edu/internet2/middleware/grouper/permissions/PermissionDisallowTest.java	PermissionDisallowTest	permissions.PermissionDisallowTest	10	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/permissions/PermissionEntryTest.java	PermissionEntryTest	permissions.PermissionEntryTest	6	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/permissions/PermissionHeuristicTest.java	PermissionHeuristicTest	permissions.PermissionHeuristicTest	2	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/permissions/RoleSetTest.java	RoleSetTest	permissions.RoleSetTest	21	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/permissions/limits/AllPermissionsLimitsTests.java	AllPermissionsLimitsTests	permissions.limits.AllPermissionsLimitsTests	0	1	1	?	1
../src/test/edu/internet2/middleware/grouper/permissions/limits/PermissionLimitTest.java	PermissionLimitTest	permissions.limits.PermissionLimitTest	6	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/permissions/limits/impl/AllPermissionsLimitsImplTests.java	AllPermissionsLimitsImplTests	permissions.limits.impl.AllPermissionsLimitsImplTests	0	5	0	?	1
../src/test/edu/internet2/middleware/grouper/permissions/limits/impl/PermissionLimitAmountLogicTest.java	PermissionLimitAmountLogicTest	permissions.limits.impl.PermissionLimitAmountLogicTest	2	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/permissions/limits/impl/PermissionLimitElLogicTest.java	PermissionLimitElLogicTest	permissions.limits.impl.PermissionLimitElLogicTest	6	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/permissions/limits/impl/PermissionLimitIpNetworkLogicTest.java	PermissionLimitIpNetworkLogicTest	permissions.limits.impl.PermissionLimitIpNetworkLogicTest	2	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/permissions/limits/impl/PermissionLimitLabelsContainTest.java	PermissionLimitLabelsContainTest	permissions.limits.impl.PermissionLimitLabelsContainTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/permissions/limits/impl/PermissionLimitTimeLogicTest.java	PermissionLimitTimeLogicTest	permissions.limits.impl.PermissionLimitTimeLogicTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/pit/AllPITTests.java	AllPITTests	pit.AllPITTests	0	13	0	?	0
../src/test/edu/internet2/middleware/grouper/pit/PITAttributeAssignFinderTests.java	PITAttributeAssignFinderTests	pit.PITAttributeAssignFinderTests	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/pit/PITAttributeAssignTests.java	PITAttributeAssignTests	pit.PITAttributeAssignTests	15	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/pit/PITAttributeAssignValueFinderTests.java	PITAttributeAssignValueFinderTests	pit.PITAttributeAssignValueFinderTests	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/pit/PITAttributeAssignValueTests.java	PITAttributeAssignValueTests	pit.PITAttributeAssignValueTests	18	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/pit/PITAttributeDefFinderTests.java	PITAttributeDefFinderTests	pit.PITAttributeDefFinderTests	3	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/pit/PITAttributeDefNameFinderTests.java	PITAttributeDefNameFinderTests	pit.PITAttributeDefNameFinderTests	3	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/pit/PITGroupFinderTests.java	PITGroupFinderTests	pit.PITGroupFinderTests	3	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/pit/PITGroupTests.java	PITGroupTests	pit.PITGroupTests	8	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/pit/PITMembershipTests.java	PITMembershipTests	pit.PITMembershipTests	15	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/pit/PITMemberTests.java	PITMemberTests	pit.PITMemberTests	10	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/pit/PITPermissionTests.java	PITPermissionTests	pit.PITPermissionTests	19	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/pit/PITSyncTests.java	PITSyncTests	pit.PITSyncTests	13	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/pit/PITUtilsTests.java	PITUtilsTests	pit.PITUtilsTests	6	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/poc/TestCronFormat.java	TestCronFormat	poc.TestCronFormat	0	0	0	?	0
../src/test/edu/internet2/middleware/grouper/privs/AllPrivsTests.java	AllPrivsTests	privs.AllPrivsTests	0	25	0	?	1
../src/test/edu/internet2/middleware/grouper/privs/TestAccessPrivilege.java	TestAccessPrivilege	privs.TestAccessPrivilege	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/TestAttributeDefPriv.java	TestAttributeDefPriv	privs.TestAttributeDefPriv	6	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/TestNamingPrivilege.java	TestNamingPrivilege	privs.TestNamingPrivilege	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/TestPrivADMIN.java	TestPrivADMIN	privs.TestPrivADMIN	36	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/TestPrivAdmin0.java	TestPrivAdmin0	privs.TestPrivAdmin0	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/TestPrivCREATE.java	TestPrivCREATE	privs.TestPrivCREATE	4	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/TestPrivileges.java	TestPrivileges	privs.TestPrivileges	5	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/TestPrivOPTIN.java	TestPrivOPTIN	privs.TestPrivOPTIN	6	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/TestPrivOPTOUT.java	TestPrivOPTOUT	privs.TestPrivOPTOUT	6	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/TestPrivREAD.java	TestPrivREAD	privs.TestPrivREAD	11	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/TestPrivSTEM.java	TestPrivSTEM	privs.TestPrivSTEM	10	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/TestPrivSTEM_ADMIN.java	TestPrivSTEM_ADMIN	privs.TestPrivSTEM_ADMIN	10	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/TestPrivUPDATE.java	TestPrivUPDATE	privs.TestPrivUPDATE	24	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/TestPrivVIEW.java	TestPrivVIEW	privs.TestPrivVIEW	26	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/Test_privs_AccessResolver.java	Test_privs_AccessResolver	privs.Test_privs_AccessResolver	17	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/Test_privs_AccessResolverFactory.java	Test_privs_AccessResolverFactory	privs.Test_privs_AccessResolverFactory	2	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/Test_privs_AccessWrapper.java	Test_privs_AccessWrapper	privs.Test_privs_AccessWrapper	2	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/Test_privs_CachingAccessResolver.java	Test_privs_CachingAccessResolver	privs.Test_privs_CachingAccessResolver	4	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/Test_privs_CachingNamingResolver.java	Test_privs_CachingNamingResolver	privs.Test_privs_CachingNamingResolver	4	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/Test_privs_NamingResolver.java	Test_privs_NamingResolver	privs.Test_privs_NamingResolver	17	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/Test_privs_NamingResolverFactory.java	Test_privs_NamingResolverFactory	privs.Test_privs_NamingResolverFactory	2	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/Test_privs_NamingWrapper.java	Test_privs_NamingWrapper	privs.Test_privs_NamingWrapper	2	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/Test_uc_NamingPrivs.java	Test_uc_NamingPrivs	privs.Test_uc_NamingPrivs	7	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/Test_uc_WheelGroup.java	Test_uc_WheelGroup	privs.Test_uc_WheelGroup	7	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/privs/Test_util_ParameterHelper.java	Test_util_ParameterHelper	privs.Test_util_ParameterHelper	18	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/rules/AllRulesTests.java	AllRulesTests	rules.AllRulesTests	0	5	0	?	1
../src/test/edu/internet2/middleware/grouper/rules/RuleApiTest.java	RuleApiTest	rules.RuleApiTest	45	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/rules/RuleDefinitionTest.java	RuleDefinitionTest	rules.RuleDefinitionTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/rules/RuleHookTest.java	RuleHookTest	rules.RuleHookTest	2	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/rules/RuleNameChangeTest.java	RuleNameChangeTest	rules.RuleNameChangeTest	8	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/rules/RuleTest.java	RuleTest	rules.RuleTest	53	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/service/AllServiceTests.java	AllServiceTests	service.AllServiceTests	0	1	0	?	1
../src/test/edu/internet2/middleware/grouper/service/ServiceTest.java	ServiceTest	service.ServiceTest	4	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/stem/AllStemTests.java	AllStemTests	stem.AllStemTests	0	1	0	?	0
../src/test/edu/internet2/middleware/grouper/stem/StemSetTests.java	StemSetTests	stem.StemSetTests	8	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/stress/AllStressTests.java	AllStressTests	stress.AllStressTests	0	2	0	?	1
../src/test/edu/internet2/middleware/grouper/stress/GroupDeleteTest.java	GroupDeleteTest	stress.GroupDeleteTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/stress/PermissionPerformanceTest.java	PermissionPerformanceTest	stress.PermissionPerformanceTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/subj/AllSubjectTests.java	AllSubjectTests	subj.AllSubjectTests	0	12	0	?	1
../src/test/edu/internet2/middleware/grouper/subj/LdapSubjectTest.java	LdapSubjectTest	subj.LdapSubjectTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/subj/TestGrouperSourceAdapter.java	TestGrouperSourceAdapter	subj.TestGrouperSourceAdapter	7	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/subj/TestgrouperSubjAttr.java	TestgrouperSubjAttr	subj.TestgrouperSubjAttr	0	0	0	GrouperAPI	0
../src/test/edu/internet2/middleware/grouper/subj/TestGrouperSubject.java	TestGrouperSubject	subj.TestGrouperSubject	2	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/subj/TestInternalSourceAdapter.java	TestInternalSourceAdapter	subj.TestInternalSourceAdapter	12	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/subj/TestSubject.java	TestSubject	subj.TestSubject	18	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/subj/TestSubjectCustomizer.java	TestSubjectCustomizer	subj.TestSubjectCustomizer	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/subj/TestSubjectDecorator.java	TestSubjectDecorator	subj.TestSubjectDecorator	3	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/subj/TestSubjectFinder.java	TestSubjectFinder	subj.TestSubjectFinder	44	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/subj/Test_I_API_RegistrySubject_delete.java	Test_I_API_RegistrySubject_delete	subj.Test_I_API_RegistrySubject_delete	3	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/subj/Test_subj_CachingResolver.java	Test_subj_CachingResolver	subj.Test_subj_CachingResolver	15	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/subj/Test_subj_SubjectResolver.java	Test_subj_SubjectResolver	subj.Test_subj_SubjectResolver	14	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/subj/Test_subj_SubjectResolverFactory.java	Test_subj_SubjectResolverFactory	subj.Test_subj_SubjectResolverFactory	2	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/tableIndex/AllTableIndexTests.java	AllTableIndexTests	tableIndex.AllTableIndexTests	0	1	0	?	1
../src/test/edu/internet2/middleware/grouper/tableIndex/TableIndexTest.java	TableIndexTest	tableIndex.TableIndexTest	9	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/userData/AllUserDataTests.java	AllUserDataTests	userData.AllUserDataTests	0	3	0	?	1
../src/test/edu/internet2/middleware/grouper/userData/GrouperFavoriteFinderTest.java	GrouperFavoriteFinderTest	userData.GrouperFavoriteFinderTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/userData/GrouperUserDataApiTest.java	GrouperUserDataApiTest	userData.GrouperUserDataApiTest	12	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/userData/UserDataListTest.java	UserDataListTest	userData.UserDataListTest	2	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/util/AllUtilTests.java	AllUtilTests	util.AllUtilTests	0	7	1	?	1
../src/test/edu/internet2/middleware/grouper/util/GrouperCacheTest.java	GrouperCacheTest	util.GrouperCacheTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/util/GrouperHtmlFilterTest.java	GrouperHtmlFilterTest	util.GrouperHtmlFilterTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/util/GrouperThreadLocalStateTest.java	GrouperThreadLocalStateTest	util.GrouperThreadLocalStateTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/util/GrouperUtilElSafeTest.java	GrouperUtilElSafeTest	util.GrouperUtilElSafeTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/util/GrouperUtilTest.java	GrouperUtilTest	util.GrouperUtilTest	28	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/util/JsonIndenterTest.java	JsonIndenterTest	util.JsonIndenterTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/util/XmlIndenterTest.java	XmlIndenterTest	util.XmlIndenterTest	6	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/util/rijndael/AllRijndaelTests.java	AllRijndaelTests	util.rijndael.AllRijndaelTests	0	1	0	?	1
../src/test/edu/internet2/middleware/grouper/util/rijndael/MorphTest.java	MorphTest	util.rijndael.MorphTest	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/validator/AllValidatorTests.java	AllValidatorTests	validator.AllValidatorTests	0	2	5	?	1
../src/test/edu/internet2/middleware/grouper/validator/Suite_Integration_CompositeValidator.java	Suite_Integration_CompositeValidator	validator.Suite_Integration_CompositeValidator	0	1	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/validator/Suite_Integration_ImmediateMembershipValidator.java	Suite_Integration_ImmediateMembershipValidator	validator.Suite_Integration_ImmediateMembershipValidator	0	1	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/validator/Suite_Unit_API_CompositeMembershipValidator.java	Suite_Unit_API_CompositeMembershipValidator	validator.Suite_Unit_API_CompositeMembershipValidator	0	1	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/validator/Suite_Unit_API_EffectiveMembershipValidator.java	Suite_Unit_API_EffectiveMembershipValidator	validator.Suite_Unit_API_EffectiveMembershipValidator	0	1	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/validator/Suite_Unit_API_ImmediateMembershipValidator.java	Suite_Unit_API_ImmediateMembershipValidator	validator.Suite_Unit_API_ImmediateMembershipValidator	0	1	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/validator/Test_Integration_CompositeValidator_validate.java	Test_Integration_CompositeValidator_validate	validator.Test_Integration_CompositeValidator_validate	3	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/validator/Test_Integration_ImmediateMembershipValidator_validate.java	Test_Integration_ImmediateMembershipValidator_validate	validator.Test_Integration_ImmediateMembershipValidator_validate	4	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/validator/Test_subj_ValidatingResolver.java	Test_subj_ValidatingResolver	validator.Test_subj_ValidatingResolver	1	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/validator/Test_Unit_API_CompositeMembershipValidator_validate.java	Test_Unit_API_CompositeMembershipValidator_validate	validator.Test_Unit_API_CompositeMembershipValidator_validate	5	0	0	GrouperTest	0
../src/test/edu/internet2/middleware/grouper/validator/Test_Unit_API_CompositeValidator_validate.java	Test_Unit_API_CompositeValidator_validate	validator.Test_Unit_API_CompositeValidator_validate	11	0	0	GrouperTest	0
